Country_code,Sector,stri2014,average2014,grid,stri,average,OECD
"NZL","Construction",.1706176,.2216366,2025,.1774341,.2260565,
"LTU","Construction",.1320582,.2216366,2025,.1813613,.2260565,
"IRL","Construction",.131753,.2216366,2025,.1837013,.2260565,
"CHL","Construction",.1423339,.2216366,2025,.1847594,.2260565,
"AUT","Construction",.1936107,.2216366,2025,.1936107,.2260565,
"LUX","Construction",.1847594,.2216366,2025,.193977,.2260565,
"SWE","Construction",.1765592,.2216366,2025,.1975786,.2260565,
"DNK","Construction",.1412148,.2216366,2025,.1978431,.2260565,
"SVK","Construction",.1886255,.2216366,2025,.1978431,.2260565,
"IND","Construction",.1999796,.2216366,2025,.204151,.2260565,
"KOR","Construction",.2486519,.2216366,2025,.2059212,.2260565,
"USA","Construction",.208831,.2216366,2025,.208831,.2260565,
"CAN","Construction",.2094414,.2216366,2025,.2094414,.2260565,
"PER","Construction",.2098891,.2216366,2025,.2098891,.2260565,
"SGP","Construction",.2010174,.2216366,2025,.2128192,.2260565,
"OECD","Construction",.2058039,.2216366,2025,,.2260565,.2134589
"CHE","Construction",.2119849,.2216366,2025,.2212026,.2260565,
"NOR","Construction",.2037847,.2216366,2025,.223278,.2260565,
"BEL","Construction",.2425883,.2216366,2025,.2267372,.2260565,
"CHN","Construction",.2722555,.2216366,2025,.2276325,.2260565,
"BRA","Construction",.2720724,.2216366,2025,.2278156,.2260565,
"AUS","Construction",.1844949,.2216366,2025,.232923,.2260565,
"EST","Construction",.2596398,.2216366,2025,.2429138,.2260565,
"GRC","Construction",.2658256,.2216366,2025,.2467596,.2260565,
"FIN","Construction",.2048428,.2216366,2025,.2526808,.2260565,
"COL","Construction",.2305219,.2216366,2025,.2561603,.2260565,
"MYS","Construction",.2936616,.2216366,2025,.2600875,.2260565,
"SVN","Construction",.2352223,.2216366,2025,.261227,.2260565,
"MEX","Construction",.2653169,.2216366,2025,.2636687,.2260565,
"ITA","Construction",.2520094,.2216366,2025,.2638112,.2260565,
"HUN","Construction",.1995523,.2216366,2025,.274799,.2260565,
"TUR","Construction",.2994608,.2216366,2025,.2752874,.2260565,
"ISR","Construction",.2709329,.2216366,2025,.2827348,.2260565,
"VNM","Construction",.2862753,.2216366,2025,.2862753,.2260565,
"POL","Construction",.2245396,.2216366,2025,.2879845,.2260565,
"PHL","Construction",.3406247,.2216366,2025,.314681,.2260565,
"KAZ","Construction",.3238987,.2216366,2025,.3228406,.2260565,
"IDN","Construction",.3399328,.2216366,2025,.3331163,.2260565,
"THA","Construction",.4587852,.2216366,2025,.3832943,.2260565,
"RUS","Construction",.2918303,.2216366,2025,.3885238,.2260565,
"ISL","Construction",.4568318,.2216366,2025,.4736188,.2260565,
"NLD","Courier services",.059122,.278179,2025,.0794841,.258239,
"PRT","Courier services",.1064916,.278179,2025,.0973909,.258239,
"FRA","Courier services",.1064916,.278179,2025,.1008119,.258239,
"DEU","Courier services",.0868498,.278179,2025,.1023505,.258239,
"LVA","Courier services",.105575,.278179,2025,.1162144,.258239,
"CZE","Courier services",.1008119,.278179,2025,.1163126,.258239,
"ESP","Courier services",.1104364,.278179,2025,.1201591,.258239,
"AUT","Courier services",.129358,.278179,2025,.1203555,.258239,
"LTU","Courier services",.1105346,.278179,2025,.1261335,.258239,
"GBR","Courier services",.144335,.278179,2025,.1294562,.258239,
"LUX","Courier services",.1022523,.278179,2025,.1325335,.258239,
"EST","Courier services",.1598357,.278179,2025,.1458736,.258239,
"CRI","Courier services",.1416342,.278179,2025,.1474122,.258239,
"SVK","Courier services",.1300782,.278179,2025,.1513569,.258239,
"DNK","Courier services",.1530429,.278179,2025,.1547779,.258239,
"JPN","Courier services",.179232,.278179,2025,.1595901,.258239,
"GRC","Courier services",.1523717,.278179,2025,.1620945,.258239,
"SVN","Courier services",.1607523,.278179,2025,.176253,.258239,
"ITA","Courier services",.1792811,.278179,2025,.1792811,.258239,
"NZL","Courier services",.1644024,.278179,2025,.1891021,.258239,
"SWE","Courier services",.1596392,.278179,2025,.1899204,.258239,
"IRL","Courier services",.1499165,.278179,2025,.1900187,.258239,
"POL","Courier services",.1791829,.278179,2025,.2047009,.258239,
"COL","Courier services",.1954038,.278179,2025,.2095623,.258239,
"FIN","Courier services",.1940616,.278179,2025,.2096605,.258239,
"SGP","Courier services",.2268471,.278179,2025,.2104789,.258239,
"HUN","Courier services",.1425508,.278179,2025,.2163551,.258239,
"OECD","Courier services",.2236751,.278179,2025,,.258239,.2241976
"BEL","Courier services",.2202017,.278179,2025,.2292042,.258239,
"PER","Courier services",.2415294,.278179,2025,.2325269,.258239,
"NOR","Courier services",.3991947,.278179,2025,.2416277,.258239,
"MYS","Courier services",.2520706,.278179,2025,.2472092,.258239,
"IND","Courier services",.5070329,.278179,2025,.2490425,.258239,
"ISL","Courier services",.4613546,.278179,2025,.2931876,.258239,
"VNM","Courier services",.3273153,.278179,2025,.3175926,.258239,
"KAZ","Courier services",1,.278179,2025,.3259731,.258239,
"USA","Courier services",.3495242,.278179,2025,.3532513,.258239,
"CHE","Courier services",.3488591,.278179,2025,.3573706,.258239,
"IDN","Courier services",.497692,.278179,2025,.3756997,.258239,
"CAN","Courier services",.3807461,.278179,2025,.3807461,.258239,
"AUS","Courier services",.3767858,.278179,2025,.3862016,.258239,
"THA","Courier services",.4565751,.278179,2025,.3937048,.258239,
"ISR","Courier services",.3977248,.278179,2025,.3976986,.258239,
"ZAF","Courier services",.3945123,.278179,2025,.3982393,.258239,
"PHL","Courier services",.4117098,.278179,2025,.4018889,.258239,
"KOR","Courier services",.4417967,.278179,2025,.4160337,.258239,
"MEX","Courier services",.4266627,.278179,2025,.4341168,.258239,
"RUS","Courier services",.3086391,.278179,2025,.4509936,.258239,
"CHL","Courier services",.4464775,.278179,2025,.4564016,.258239,
"TUR","Courier services",.4586484,.278179,2025,.4688153,.258239,
"BRA","Courier services",.5511288,.278179,2025,.498074,.258239,
"CHN","Courier services",.7549599,.278179,2025,.7609916,.258239,
"JPN","Computer services",.0868056,.1958256,2025,.0713854,.2041036,
"ESP","Computer services",.1007926,.1958256,2025,.087003,.2041036,
"ZAF","Computer services",.1115187,.1958256,2025,.1262223,.2041036,
"NLD","Computer services",.1290527,.1958256,2025,.1272792,.2041036,
"LVA","Computer services",.1162128,.1958256,2025,.1282289,.2041036,
"GBR","Computer services",.1736826,.1958256,2025,.1298679,.2041036,
"USA","Computer services",.1366079,.1958256,2025,.1366079,.2041036,
"PRT","Computer services",.1892372,.1958256,2025,.1427351,.2041036,
"CZE","Computer services",.1014105,.1958256,2025,.1435504,.2041036,
"SVK","Computer services",.1162128,.1958256,2025,.1436491,.2041036,
"IND","Computer services",.163091,.1958256,2025,.1535598,.2041036,
"EST","Computer services",.2045587,.1958256,2025,.1581552,.2041036,
"FRA","Computer services",.1567579,.1958256,2025,.1593466,.2041036,
"DEU","Computer services",.1334421,.1958256,2025,.1601619,.2041036,
"CHL","Computer services",.1187658,.1958256,2025,.1625804,.2041036,
"NZL","Computer services",.1486921,.1958256,2025,.1648288,.2041036,
"KOR","Computer services",.1982885,.1958256,2025,.1682634,.2041036,
"LTU","Computer services",.1308177,.1958256,2025,.1728588,.2041036,
"CAN","Computer services",.1830658,.1958256,2025,.1830658,.2041036,
"PHL","Computer services",.2137444,.1958256,2025,.1837193,.2041036,
"CRI","Computer services",.1961116,.1958256,2025,.1840955,.2041036,
"AUS","Computer services",.1657428,.1958256,2025,.186371,.2041036,
"POL","Computer services",.1153975,.1958256,2025,.1866485,.2041036,
"LUX","Computer services",.1595083,.1958256,2025,.1869446,.2041036,
"OECD","Computer services",.1782952,.1958256,2025,,.2041036,.190174
"IRL","Computer services",.1445086,.1958256,2025,.2012534,.2041036,
"DNK","Computer services",.1315342,.1958256,2025,.2020686,.2041036,
"SGP","Computer services",.1726614,.1958256,2025,.2035017,.2041036,
"SWE","Computer services",.1762628,.1958256,2025,.2036991,.2041036,
"BRA","Computer services",.2737944,.1958256,2025,.2131265,.2041036,
"ITA","Computer services",.2150345,.1958256,2025,.2150345,.2041036,
"SVN","Computer services",.1898551,.1958256,2025,.2165748,.2041036,
"NOR","Computer services",.2322638,.1958256,2025,.2174888,.2041036,
"MYS","Computer services",.2325328,.1958256,2025,.2178292,.2041036,
"PER","Computer services",.2181696,.1958256,2025,.2181696,.2041036,
"FIN","Computer services",.2054726,.1958256,2025,.218304,.2041036,
"AUT","Computer services",.2040753,.1958256,2025,.2194954,.2041036,
"GRC","Computer services",.2288871,.1958256,2025,.2271136,.2041036,
"ISR","Computer services",.214049,.1958256,2025,.2294692,.2041036,
"COL","Computer services",.2123743,.1958256,2025,.2414853,.2041036,
"MEX","Computer services",.2267817,.1958256,2025,.2414853,.2041036,
"CHE","Computer services",.2304631,.1958256,2025,.2424793,.2041036,
"BEL","Computer services",.243492,.1958256,2025,.246896,.2041036,
"IDN","Computer services",.2926186,.1958256,2025,.2610618,.2041036,
"TUR","Computer services",.2442085,.1958256,2025,.2612949,.2041036,
"HUN","Computer services",.1832445,.1958256,2025,.2699156,.2041036,
"KAZ","Computer services",.2897882,.1958256,2025,.2731136,.2041036,
"VNM","Computer services",.2772972,.1958256,2025,.2772972,.2041036,
"CHN","Computer services",.3519436,.1958256,2025,.3090872,.2041036,
"THA","Computer services",.3788693,.1958256,2025,.3186218,.2041036,
"ISL","Computer services",.3960987,.1958256,2025,.3953821,.2041036,
"RUS","Computer services",.2888384,.1958256,2025,.4348346,.2041036,
"JPN","Distribution services",.1012698,.2001371,2025,.0825647,.1957761,
"GBR","Distribution services",.120701,.2001371,2025,.1151983,.1957761,
"SVK","Distribution services",.1096955,.2001371,2025,.1157792,.1957761,
"LVA","Distribution services",.1096955,.2001371,2025,.1157792,.1957761,
"CHL","Distribution services",.1138384,.2001371,2025,.1241336,.1957761,
"USA","Distribution services",.1195788,.2001371,2025,.1274078,.1957761,
"ESP","Distribution services",.1270801,.2001371,2025,.1276029,.1957761,
"LTU","Distribution services",.1157369,.2001371,2025,.1278619,.1957761,
"NLD","Distribution services",.1441087,.2001371,2025,.1284587,.1957761,
"EST","Distribution services",.1320312,.2001371,2025,.1320735,.1957761,
"CRI","Distribution services",.1624441,.2001371,2025,.132797,.1957761,
"NZL","Distribution services",.1342809,.2001371,2025,.1360368,.1957761,
"DNK","Distribution services",.1272097,.2001371,2025,.1369742,.1957761,
"DEU","Distribution services",.1427595,.2001371,2025,.137967,.1957761,
"ZAF","Distribution services",.1344842,.2001371,2025,.1423132,.1957761,
"CZE","Distribution services",.1290317,.2001371,2025,.1429443,.1957761,
"PER","Distribution services",.1513172,.2001371,2025,.1452336,.1957761,
"PRT","Distribution services",.184632,.2001371,2025,.1454607,.1957761,
"CHN","Distribution services",.1824424,.2001371,2025,.1478211,.1957761,
"ISR","Distribution services",.1489223,.2001371,2025,.1489223,.1957761,
"IRL","Distribution services",.1266288,.2001371,2025,.1495534,.1957761,
"AUS","Distribution services",.1444045,.2001371,2025,.1500339,.1957761,
"COL","Distribution services",.1513911,.2001371,2025,.1538573,.1957761,
"LUX","Distribution services",.1398206,.2001371,2025,.1585257,.1957761,
"CHE","Distribution services",.1597383,.2001371,2025,.1597383,.1957761,
"SVN","Distribution services",.1712633,.2001371,2025,.1694413,.1957761,
"ITA","Distribution services",.1722349,.2001371,2025,.1722349,.1957761,
"SGP","Distribution services",.1683007,.2001371,2025,.1748385,.1957761,
"OECD","Distribution services",.1720895,.2001371,2025,,.1957761,.1766089
"BRA","Distribution services",.2435751,.2001371,2025,.1796811,.1957761,
"POL","Distribution services",.138606,.2001371,2025,.1821156,.1957761,
"AUT","Distribution services",.1703845,.2001371,2025,.1826349,.1957761,
"KOR","Distribution services",.2175797,.2001371,2025,.1850043,.1957761,
"BEL","Distribution services",.1942063,.2001371,2025,.1881227,.1957761,
"MEX","Distribution services",.1730588,.2001371,2025,.1887168,.1957761,
"SWE","Distribution services",.1751181,.2001371,2025,.1932733,.1957761,
"NOR","Distribution services",.2119256,.2001371,2025,.2148088,.1957761,
"FRA","Distribution services",.1948215,.2001371,2025,.2170516,.1957761,
"TUR","Distribution services",.1946816,.2001371,2025,.2218308,.1957761,
"FIN","Distribution services",.2219669,.2001371,2025,.2283535,.1957761,
"GRC","Distribution services",.2254325,.2001371,2025,.2320547,.1957761,
"CAN","Distribution services",.2442692,.2001371,2025,.2385433,.1957761,
"HUN","Distribution services",.1712712,.2001371,2025,.243769,.1957761,
"IND","Distribution services",.3214821,.2001371,2025,.3126682,.1957761,
"THA","Distribution services",.3734464,.2001371,2025,.3150657,.1957761,
"VNM","Distribution services",.3405214,.2001371,2025,.3165312,.1957761,
"ISL","Distribution services",.325677,.2001371,2025,.3239557,.1957761,
"RUS","Distribution services",.2260767,.2001371,2025,.3253688,.1957761,
"MYS","Distribution services",.3510605,.2001371,2025,.3432316,.1957761,
"IDN","Distribution services",.6686981,.2001371,2025,.3554569,.1957761,
"KAZ","Distribution services",.3621463,.2001371,2025,.3577948,.1957761,
"PHL","Distribution services",.563993,.2001371,2025,.556164,.1957761,
"ESP","Commercial banking",.043299,.2236097,2025,.0611684,.2283685,
"CZE","Commercial banking",.0934708,.2236097,2025,.1037801,.2283685,
"GBR","Commercial banking",.1601374,.2236097,2025,.1319588,.2283685,
"LVA","Commercial banking",.132646,.2236097,2025,.137457,.2283685,
"NLD","Commercial banking",.1477663,.2236097,2025,.1402062,.2283685,
"SVK","Commercial banking",.1230241,.2236097,2025,.1429553,.2283685,
"CRI","Commercial banking",.1780069,.2236097,2025,.1484536,.2283685,
"DEU","Commercial banking",.1402062,.2236097,2025,.1505155,.2283685,
"LUX","Commercial banking",.1237113,.2236097,2025,.1532646,.2283685,
"LTU","Commercial banking",.1443299,.2236097,2025,.1553265,.2283685,
"PRT","Commercial banking",.1766323,.2236097,2025,.1573883,.2283685,
"FRA","Commercial banking",.1491409,.2236097,2025,.1601375,.2283685,
"AUT","Commercial banking",.1477663,.2236097,2025,.1628866,.2283685,
"EST","Commercial banking",.1491409,.2236097,2025,.1628866,.2283685,
"IRL","Commercial banking",.1312715,.2236097,2025,.1628866,.2283685,
"JPN","Commercial banking",.1841924,.2236097,2025,.1642612,.2283685,
"POL","Commercial banking",.1546392,.2236097,2025,.1725086,.2283685,
"GRC","Commercial banking",.2254295,.2236097,2025,.1738832,.2283685,
"AUS","Commercial banking",.190378,.2236097,2025,.1896907,.2283685,
"OECD","Commercial banking",.1864658,.2236097,2025,,.2283685,.1933739
"ITA","Commercial banking",.1243986,.2236097,2025,.1945017,.2283685,
"CHL","Commercial banking",.1835051,.2236097,2025,.1972509,.2283685,
"SVN","Commercial banking",.1890034,.2236097,2025,.1993127,.2283685,
"USA","Commercial banking",.2006873,.2236097,2025,.2006873,.2283685,
"MYS","Commercial banking",.2061856,.2236097,2025,.2006873,.2283685,
"DNK","Commercial banking",.1635739,.2236097,2025,.2020619,.2283685,
"CAN","Commercial banking",.2034364,.2236097,2025,.2034364,.2283685,
"ISR","Commercial banking",.2130584,.2236097,2025,.2075601,.2283685,
"BEL","Commercial banking",.1972509,.2236097,2025,.2075601,.2283685,
"KOR","Commercial banking",.2577319,.2236097,2025,.2116839,.2283685,
"NZL","Commercial banking",.1731959,.2236097,2025,.2171821,.2283685,
"FIN","Commercial banking",.2082474,.2236097,2025,.2219931,.2283685,
"SWE","Commercial banking",.1752577,.2236097,2025,.224055,.2283685,
"ZAF","Commercial banking",.2419244,.2236097,2025,.2281787,.2283685,
"HUN","Commercial banking",.1876289,.2236097,2025,.2412371,.2283685,
"NOR","Commercial banking",.2508591,.2236097,2025,.2426117,.2283685,
"PER","Commercial banking",.2274914,.2236097,2025,.2508591,.2283685,
"SGP","Commercial banking",.2371134,.2236097,2025,.2522337,.2283685,
"CHE","Commercial banking",.2563574,.2236097,2025,.2611684,.2283685,
"PHL","Commercial banking",.3010309,.2236097,2025,.2646048,.2283685,
"COL","Commercial banking",.2474227,.2236097,2025,.2756014,.2283685,
"TUR","Commercial banking",.2426117,.2236097,2025,.2790378,.2283685,
"BRA","Commercial banking",.4295533,.2236097,2025,.2975945,.2283685,
"ISL","Commercial banking",.3443299,.2236097,2025,.3003437,.2283685,
"CHN","Commercial banking",.3862543,.2236097,2025,.3113402,.2283685,
"KAZ","Commercial banking",.3175258,.2236097,2025,.3553265,.2283685,
"MEX","Commercial banking",.3573883,.2236097,2025,.3580756,.2283685,
"VNM","Commercial banking",.419244,.2236097,2025,.4,.2283685,
"IND","Commercial banking",.4281787,.2236097,2025,.4426117,.2283685,
"RUS","Commercial banking",.2652921,.2236097,2025,.4611684,.2283685,
"THA","Commercial banking",.5189003,.2236097,2025,.4680412,.2283685,
"IDN","Commercial banking",.4914089,.2236097,2025,.472165,.2283685,
"EST","Insurance",.076894,.2187286,2025,.0588487,.2090485,
"NLD","Insurance",.0911084,.2187286,2025,.0703664,.2090485,
"FRA","Insurance",.0971823,.2187286,2025,.0969807,.2090485,
"DEU","Insurance",.0915117,.2187286,2025,.0994506,.2090485,
"CZE","Insurance",.0986945,.2187286,2025,.1066334,.2090485,
"LTU","Insurance",.092671,.2187286,2025,.1073895,.2090485,
"JPN","Insurance",.1405313,.2187286,2025,.1102626,.2090485,
"IRL","Insurance",.09068,.2187286,2025,.110439,.2090485,
"BEL","Insurance",.1069358,.2187286,2025,.1104642,.2090485,
"GBR","Insurance",.1249559,.2187286,2025,.1168658,.2090485,
"SVK","Insurance",.1152024,.2187286,2025,.1181007,.2090485,
"NZL","Insurance",.1225364,.2187286,2025,.1266193,.2090485,
"ZAF","Insurance",.2019507,.2187286,2025,.1295428,.2090485,
"SVN","Insurance",.1256112,.2187286,2025,.1335501,.2090485,
"ESP","Insurance",.136776,.2187286,2025,.1405061,.2090485,
"KOR","Insurance",.1534856,.2187286,2025,.1416654,.2090485,
"LVA","Insurance",.139876,.2187286,2025,.1427743,.2090485,
"CHL","Insurance",.1418166,.2187286,2025,.1499068,.2090485,
"LUX","Insurance",.1402288,.2187286,2025,.1522506,.2090485,
"POL","Insurance",.1552245,.2187286,2025,.166213,.2090485,
"DNK","Insurance",.1511165,.2187286,2025,.1671455,.2090485,
"PRT","Insurance",.1903826,.2187286,2025,.169313,.2090485,
"CRI","Insurance",.1732446,.2187286,2025,.1703463,.2090485,
"OECD","Insurance",.1712827,.2187286,2025,,.2090485,.1705867
"SGP","Insurance",.1780332,.2187286,2025,.1788144,.2090485,
"AUS","Insurance",.185468,.2187286,2025,.1823429,.2090485,
"CHE","Insurance",.180125,.2187286,2025,.1830233,.2090485,
"HUN","Insurance",.1636675,.2187286,2025,.1929029,.2090485,
"AUT","Insurance",.187081,.2187286,2025,.1962044,.2090485,
"CAN","Insurance",.1964817,.2187286,2025,.1964817,.2090485,
"TUR","Insurance",.1786128,.2187286,2025,.2046726,.2090485,
"ISR","Insurance",.2116538,.2187286,2025,.2098896,.2090485,
"SWE","Insurance",.2071677,.2187286,2025,.2164928,.2090485,
"PER","Insurance",.2197691,.2187286,2025,.2197691,.2090485,
"COL","Insurance",.218887,.2187286,2025,.2219366,.2090485,
"PHL","Insurance",.2856999,.2187286,2025,.2337063,.2090485,
"GRC","Insurance",.2550532,.2187286,2025,.2360754,.2090485,
"ITA","Insurance",.2393014,.2187286,2025,.2393014,.2090485,
"FIN","Insurance",.2317405,.2187286,2025,.2410656,.2090485,
"MEX","Insurance",.2760472,.2187286,2025,.244594,.2090485,
"MYS","Insurance",.2634205,.2187286,2025,.25838,.2090485,
"USA","Insurance",.2755179,.2187286,2025,.2755179,.2090485,
"NOR","Insurance",.2787943,.2187286,2025,.2820706,.2090485,
"KAZ","Insurance",.3047785,.2187286,2025,.2922022,.2090485,
"BRA","Insurance",.3636272,.2187286,2025,.2988558,.2090485,
"CHN","Insurance",.4491658,.2187286,2025,.3167751,.2090485,
"ISL","Insurance",.352059,.2187286,2025,.3305106,.2090485,
"RUS","Insurance",.3117344,.2187286,2025,.3782953,.2090485,
"IND","Insurance",.6456979,.2187286,2025,.4536771,.2090485,
"VNM","Insurance",.4657241,.2187286,2025,.4657241,.2090485,
"IDN","Insurance",.5315288,.2187286,2025,.5074349,.2090485,
"THA","Insurance",.5871516,.2187286,2025,.5475831,.2090485,
"ESP","Logistics cargo-handling",.1086902,.2429646,2025,.085888,.23768,
"JPN","Logistics cargo-handling",.1137573,.2429646,2025,.0927287,.23768,
"LUX","Logistics cargo-handling",.0972891,.2429646,2025,.1091969,.23768,
"SVK","Logistics cargo-handling",.0988092,.2429646,2025,.110717,.23768,
"CZE","Logistics cargo-handling",.0977958,.2429646,2025,.1160375,.23768,
"LVA","Logistics cargo-handling",.1056499,.2429646,2025,.1175576,.23768,
"NLD","Logistics cargo-handling",.1157841,.2429646,2025,.1226248,.23768,
"GBR","Logistics cargo-handling",.1593615,.2429646,2025,.1251583,.23768,
"DEU","Logistics cargo-handling",.1102103,.2429646,2025,.1251584,.23768,
"PRT","Logistics cargo-handling",.1542944,.2429646,2025,.1256651,.23768,
"LTU","Logistics cargo-handling",.0927287,.2429646,2025,.1337725,.23768,
"FRA","Logistics cargo-handling",.1388396,.2429646,2025,.1383329,.23768,
"EST","Logistics cargo-handling",.1565746,.2429646,2025,.1472004,.23768,
"DNK","Logistics cargo-handling",.128452,.2429646,2025,.153281,.23768,
"CHL","Logistics cargo-handling",.1527743,.2429646,2025,.1553078,.23768,
"GRC","Logistics cargo-handling",.185204,.2429646,2025,.1677223,.23768,
"POL","Logistics cargo-handling",.1203446,.2429646,2025,.1841905,.23768,
"IRL","Logistics cargo-handling",.1431467,.2429646,2025,.1905244,.23768,
"OECD","Logistics cargo-handling",.191291,.2429646,2025,,.23768,.198476
"CAN","Logistics cargo-handling",.2026856,.2429646,2025,.1993919,.23768,
"AUS","Logistics cargo-handling",.1839372,.2429646,2025,.2019255,.23768,
"USA","Logistics cargo-handling",.1991386,.2429646,2025,.2054725,.23768,
"ITA","Logistics cargo-handling",.2069926,.2429646,2025,.2069926,.23768,
"AUT","Logistics cargo-handling",.1907778,.2429646,2025,.2085128,.23768,
"ISR","Logistics cargo-handling",.2102863,.2429646,2025,.2102863,.23768,
"ZAF","Logistics cargo-handling",.2145934,.2429646,2025,.2209273,.23768,
"BEL","Logistics cargo-handling",.2262478,.2429646,2025,.232075,.23768,
"SVN","Logistics cargo-handling",.2257411,.2429646,2025,.2343552,.23768,
"SWE","Logistics cargo-handling",.2092729,.2429646,2025,.235622,.23768,
"CHN","Logistics cargo-handling",.3721814,.2429646,2025,.2361287,.23768,
"CHE","Logistics cargo-handling",.2275146,.2429646,2025,.2394223,.23768,
"SGP","Logistics cargo-handling",.2257411,.2429646,2025,.2434761,.23768,
"KOR","Logistics cargo-handling",.2819863,.2429646,2025,.2465163,.23768,
"NZL","Logistics cargo-handling",.2419559,.2429646,2025,.2520902,.23768,
"FIN","Logistics cargo-handling",.2368888,.2429646,2025,.2551305,.23768,
"MYS","Logistics cargo-handling",.2652647,.2429646,2025,.2589308,.23768,
"HUN","Logistics cargo-handling",.1846972,.2429646,2025,.2596909,.23768,
"CRI","Logistics cargo-handling",.2804662,.2429646,2025,.2622245,.23768,
"COL","Logistics cargo-handling",.2234609,.2429646,2025,.263998,.23768,
"NOR","Logistics cargo-handling",.2680517,.2429646,2025,.2761591,.23768,
"MEX","Logistics cargo-handling",.2736255,.2429646,2025,.2862934,.23768,
"BRA","Logistics cargo-handling",.3757284,.2429646,2025,.2883202,.23768,
"IDN","Logistics cargo-handling",.5155814,.2429646,2025,.3058019,.23768,
"IND","Logistics cargo-handling",.3610337,.2429646,2025,.3078287,.23768,
"PER","Logistics cargo-handling",.3156828,.2429646,2025,.3156828,.23768,
"TUR","Logistics cargo-handling",.3275906,.2429646,2025,.3194831,.23768,
"ISL","Logistics cargo-handling",.3508994,.2429646,2025,.3394984,.23768,
"KAZ","Logistics cargo-handling",.3574867,.2429646,2025,.3585001,.23768,
"PHL","Logistics cargo-handling",.4284267,.2429646,2025,.4043578,.23768,
"THA","Logistics cargo-handling",.4803649,.2429646,2025,.4225995,.23768,
"VNM","Logistics cargo-handling",.4988599,.2429646,2025,.4621232,.23768,
"RUS","Logistics cargo-handling",1,.2429646,2025,1,.23768,
"JPN","Logistics customs brokerage",.1390463,.2254442,2025,.0913598,.2260281,
"NLD","Logistics customs brokerage",.0856941,.2254442,2025,.1033994,.2260281,
"CZE","Logistics customs brokerage",.0925401,.2254442,2025,.1116619,.2260281,
"LVA","Logistics customs brokerage",.1109537,.2254442,2025,.1187441,.2260281,
"GBR","Logistics customs brokerage",.1317281,.2254442,2025,.1189802,.2260281,
"DEU","Logistics customs brokerage",.1003305,.2254442,2025,.1194523,.2260281,
"LUX","Logistics customs brokerage",.1123702,.2254442,2025,.1201605,.2260281,
"ESP","Logistics customs brokerage",.1300755,.2254442,2025,.121577,.2260281,
"FRA","Logistics customs brokerage",.1255902,.2254442,2025,.1220491,.2260281,
"EST","Logistics customs brokerage",.1435316,.2254442,2025,.1286591,.2260281,
"SVK","Logistics customs brokerage",.1222852,.2254442,2025,.1300755,.2260281,
"POL","Logistics customs brokerage",.0967894,.2254442,2025,.1357413,.2260281,
"PRT","Logistics customs brokerage",.1532106,.2254442,2025,.1369216,.2260281,
"LTU","Logistics customs brokerage",.115203,.2254442,2025,.1456563,.2260281,
"DNK","Logistics customs brokerage",.1406988,.2254442,2025,.1541549,.2260281,
"IRL","Logistics customs brokerage",.1208687,.2254442,2025,.1626534,.2260281,
"SVN","Logistics customs brokerage",.1661945,.2254442,2025,.1739849,.2260281,
"GRC","Logistics customs brokerage",.1768178,.2254442,2025,.1761096,.2260281,
"NZL","Logistics customs brokerage",.1898017,.2254442,2025,.1813031,.2260281,
"AUT","Logistics customs brokerage",.1661945,.2254442,2025,.1846081,.2260281,
"NOR","Logistics customs brokerage",.184136,.2254442,2025,.1857885,.2260281,
"CHL","Logistics customs brokerage",.2398489,.2254442,2025,.1881492,.2260281,
"CRI","Logistics customs brokerage",.227101,.2254442,2025,.1895656,.2260281,
"CHE","Logistics customs brokerage",.1824835,.2254442,2025,.1902739,.2260281,
"FIN","Logistics customs brokerage",.1718603,.2254442,2025,.1938149,.2260281,
"HUN","Logistics customs brokerage",.1364495,.2254442,2025,.1938149,.2260281,
"USA","Logistics customs brokerage",.1895656,.2254442,2025,.1954674,.2260281,
"AUS","Logistics customs brokerage",.1912181,.2254442,2025,.1961756,.2260281,
"ITA","Logistics customs brokerage",.1999528,.2254442,2025,.1999528,.2260281,
"SWE","Logistics customs brokerage",.1746931,.2254442,2025,.2008971,.2260281,
"BRA","Logistics customs brokerage",.2691218,.2254442,2025,.2011331,.2260281,
"ISR","Logistics customs brokerage",.2060907,.2254442,2025,.2060907,.2260281,
"BEL","Logistics customs brokerage",.1959396,.2254442,2025,.2065628,.2260281,
"KOR","Logistics customs brokerage",.2445703,.2254442,2025,.210576,.2260281,
"CAN","Logistics customs brokerage",.2110482,.2254442,2025,.2110482,.2260281,
"ZAF","Logistics customs brokerage",.2004249,.2254442,2025,.2117564,.2260281,
"OECD","Logistics customs brokerage",.2110603,.2254442,2025,,.2260281,.2147466
"CHN","Logistics customs brokerage",.2700661,.2254442,2025,.2200189,.2260281,
"SGP","Logistics customs brokerage",.2053824,.2254442,2025,.223796,.2260281,
"IND","Logistics customs brokerage",.2327668,.2254442,2025,.2252125,.2260281,
"COL","Logistics customs brokerage",.2023135,.2254442,2025,.2263928,.2260281,
"MYS","Logistics customs brokerage",.2481114,.2254442,2025,.23678,.2260281,
"IDN","Logistics customs brokerage",.2950897,.2254442,2025,.2457507,.2260281,
"PER","Logistics customs brokerage",.2684136,.2254442,2025,.2684136,.2260281,
"KAZ","Logistics customs brokerage",.2995751,.2254442,2025,.2804533,.2260281,
