cou,Sector_name,stri_score,all_average,Grid,country_code,Restriction_on_foreign_entry,Restrictions_movement_people,Other_discriminatory_measures,Barriers_to_competition,Regulatory_transparency,grid,filter
"","",.2117349,,"","NZL",.1359078,.049208,0,0,.0266192,"Least restricted in AUS is Legal services vs Asia-Pacific","AUS 2024"
"","",.3000281,,"","ISR",.1630893,.0843565,.0243697,.0082482,.0199644,"Least restricted in AUS is Legal services vs Asia-Pacific","AUS 2024"
"","",.317743,,"","SGP",.244634,.0562377,.0060924,.0041241,.0066548,"Least restricted in AUS is Legal services vs Asia-Pacific","AUS 2024"
"","",.1203555,,"","AUT",.0196419,.0297574,.0106393,.0360101,.0243068,"Least restricted in AUT is Courier services vs Europe","AUT 2024"
"","",.0794841,,"","NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in AUT is Courier services vs Europe","AUT 2024"
"","",.0966707,,"","CZE",.0196419,.0148787,.0212787,.0360101,.0048614,"Least restricted in AUT is Courier services vs Europe","AUT 2024"
"","",.0973909,,"","PRT",.0196419,.0148787,.0212787,.0270076,.0145841,"Least restricted in AUT is Courier services vs Europe","AUT 2024"
"","",.1008119,,"","FRA",.0196419,.0247979,.0106393,.0360101,.0097227,"Least restricted in AUT is Courier services vs Europe","AUT 2024"
"","",.1104642,,"","BEL",.0547407,.018877,.0057967,.0108876,.0201623,"Least restricted in BEL is Insurance vs Europe","BEL 2024"
"","",.0588487,,"","EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in BEL is Insurance vs Europe","BEL 2024"
"","",.0703664,,"","NLD",.0273703,.0107868,.0057967,.0163315,.0100812,"Least restricted in BEL is Insurance vs Europe","BEL 2024"
"","",.0969807,,"","FRA",.0273703,.0134835,.0028983,.0381068,.0151217,"Least restricted in BEL is Insurance vs Europe","BEL 2024"
"","",.09751,,"","CZE",.0729875,.0107868,.008695,0,.0050406,"Least restricted in BEL is Insurance vs Europe","BEL 2024"
"","",.2065682,,"","BRA",.0445659,.0127331,.0384115,.1061092,.0047484,"Least restricted in BRA is Air transport vs Americas","BRA 2024"
"","",.150065,,"","CHL",.0148553,.0254662,0,.0954983,.0142452,"Least restricted in BRA is Air transport vs Americas","BRA 2024"
"","",.2202032,,"","CRI",.0742765,.0169775,.0192058,.0954983,.0142452,"Least restricted in BRA is Air transport vs Americas","BRA 2024"
"","",.2627,,"","COL",.0519935,.0254662,.0336101,.1326366,.0189936,"Least restricted in BRA is Air transport vs Americas","BRA 2024"
"","",.3474282,,"","PER",.1931188,.0212218,.0144043,.0901929,.0284903,"Least restricted in BRA is Air transport vs Americas","BRA 2024"
"","",.1257659,,"","CAN",.0503064,.013544,.0245082,.027733,.0096743,"Least restricted in CAN is Rail freight transport vs Americas","CAN 2024"
"","",.1431796,,"","USA",.0335376,.03386,.0245082,.0415995,.0096743,"Least restricted in CAN is Rail freight transport vs Americas","CAN 2024"
"","",.1802644,,"","PER",.0838439,.0406321,.0183812,.027733,.0096743,"Least restricted in CAN is Rail freight transport vs Americas","CAN 2024"
"","",.1954208,,"","CHL",.0670751,.0474041,.0061271,.055466,.0193486,"Least restricted in CAN is Rail freight transport vs Americas","CAN 2024"
"","",.2060626,,"","COL",.0503064,.0474041,.0245082,.0693325,.0145114,"Least restricted in CAN is Rail freight transport vs Americas","CAN 2024"
"","",.2508868,,"","CHE",.0670751,.0677201,.0183812,.083199,.0145114,"Least restricted in CHE is Rail freight transport vs Europe","CHE 2024"
"","",.0935182,,"","NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in CHE is Rail freight transport vs Europe","CHE 2024"
"","",.1173815,,"","PRT",.0335376,.020316,.0122541,.0415995,.0096743,"Least restricted in CHE is Rail freight transport vs Europe","CHE 2024"
"","",.1428571,,"","LUX",.0167688,.020316,.0122541,.0693325,.0241857,"Least restricted in CHE is Rail freight transport vs Europe","CHE 2024"
"","",.1483392,,"","GBR",.0335376,.03386,.0061271,.055466,.0193486,"Least restricted in CHE is Rail freight transport vs Europe","CHE 2024"
"","",.1058129,,"","CHL",.0208901,.0554042,0,0,.0295186,"Least restricted in CHL is Accounting services vs Americas","CHL 2024"
"","",.1702997,,"","USA",.0313351,.0738722,.0454133,0,.0196791,"Least restricted in CHL is Accounting services vs Americas","CHL 2024"
"","",.1846806,,"","PER",.0731153,.0646382,.0227066,.0045413,.0196791,"Least restricted in CHL is Accounting services vs Americas","CHL 2024"
"","",.2031486,,"","COL",.0313351,.0923403,.0454133,.0045413,.0295186,"Least restricted in CHL is Accounting services vs Americas","CHL 2024"
"","",.2403875,,"","MEX",.0731153,.0923403,.0454133,0,.0295186,"Least restricted in CHL is Accounting services vs Americas","CHL 2024"
"","",.1327984,,"","CHN",.0685995,.0198033,.0099663,.0191561,.0152731,"Least restricted in CHN is Road freight transport vs Asia-Pacific","CHN 2024"
"","",.081284,,"","JPN",.0137199,.0132022,.0199327,.0191561,.0152731,"Least restricted in CHN is Road freight transport vs Asia-Pacific","CHN 2024"
"","",.1118302,,"","AUS",.0548796,.0264043,0,0,.0305462,"Least restricted in CHN is Road freight transport vs Asia-Pacific","CHN 2024"
"","",.1540254,,"","NZL",.0685995,.0396065,0,0,.0458193,"Least restricted in CHN is Road freight transport vs Asia-Pacific","CHN 2024"
"","",.158685,,"","SGP",.0685995,.0396065,.0199327,0,.0305462,"Least restricted in CHN is Road freight transport vs Asia-Pacific","CHN 2024"
"","",.1293467,,"","COL",.0271816,.0562377,.0243697,.0082482,.0133096,"Least restricted in COL is Legal services vs Americas","COL 2024"
"","",.0889493,,"","CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in COL is Legal services vs Americas","COL 2024"
"","",.1215672,,"","CHL",.0271816,.0702971,0,.0041241,.0199644,"Least restricted in COL is Legal services vs Americas","COL 2024"
"","",.1438748,,"","PER",.0679539,.0421783,.0121848,.0082482,.0133096,"Least restricted in COL is Legal services vs Americas","COL 2024"
"","",.1675883,,"","CAN",.0951354,.0281188,.0243697,0,.0199644,"Least restricted in COL is Legal services vs Americas","COL 2024"
"","",.0889493,,"","CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in CRI is Legal services vs Americas","CRI 2024"
"","",.1215672,,"","CHL",.0271816,.0702971,0,.0041241,.0199644,"Least restricted in CRI is Legal services vs Americas","CRI 2024"
"","",.1293467,,"","COL",.0271816,.0562377,.0243697,.0082482,.0133096,"Least restricted in CRI is Legal services vs Americas","CRI 2024"
"","",.1438748,,"","PER",.0679539,.0421783,.0121848,.0082482,.0133096,"Least restricted in CRI is Legal services vs Americas","CRI 2024"
"","",.1675883,,"","CAN",.0951354,.0281188,.0243697,0,.0199644,"Least restricted in CRI is Legal services vs Americas","CRI 2024"
"","",.0966707,,"","CZE",.0196419,.0148787,.0212787,.0360101,.0048614,"Least restricted in CZE is Courier services vs Europe","CZE 2024"
"","",.0794841,,"","NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in CZE is Courier services vs Europe","CZE 2024"
"","",.0973909,,"","PRT",.0196419,.0148787,.0212787,.0270076,.0145841,"Least restricted in CZE is Courier services vs Europe","CZE 2024"
"","",.1008119,,"","FRA",.0196419,.0247979,.0106393,.0360101,.0097227,"Least restricted in CZE is Courier services vs Europe","CZE 2024"
"","",.1023505,,"","DEU",.0392837,.0198383,.0106393,.018005,.0145841,"Least restricted in CZE is Courier services vs Europe","CZE 2024"
"","",.1023505,,"","DEU",.0392837,.0198383,.0106393,.018005,.0145841,"Least restricted in DEU is Courier services vs Europe","DEU 2024"
"","",.0794841,,"","NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in DEU is Courier services vs Europe","DEU 2024"
"","",.0966707,,"","CZE",.0196419,.0148787,.0212787,.0360101,.0048614,"Least restricted in DEU is Courier services vs Europe","DEU 2024"
"","",.0973909,,"","PRT",.0196419,.0148787,.0212787,.0270076,.0145841,"Least restricted in DEU is Courier services vs Europe","DEU 2024"
"","",.1008119,,"","FRA",.0196419,.0247979,.0106393,.0360101,.0097227,"Least restricted in DEU is Courier services vs Europe","DEU 2024"
"","",.1236212,,"","DNK",.0288022,.0270023,.0337222,.0191081,.0149865,"Least restricted in DNK is Telecommunication vs Europe","DNK 2024"
"","",.0909985,,"","ESP",.0288022,0,.0281018,.0191081,.0149865,"Least restricted in DNK is Telecommunication vs Europe","DNK 2024"
"","",.0977126,,"","GBR",.0192015,.0180015,.0168611,.0286621,.0149865,"Least restricted in DNK is Telecommunication vs Europe","DNK 2024"
"","",.1071739,,"","PRT",.0384029,.0180015,.0337222,.009554,.0074932,"Least restricted in DNK is Telecommunication vs Europe","DNK 2024"
"","",.1184741,,"","IRL",.0096007,.0315026,.0337222,.0286621,.0149865,"Least restricted in DNK is Telecommunication vs Europe","DNK 2024"
"","",.0611684,,"","ESP",.0453608,0,.004811,0,.0109966,"Least restricted in ESP is Commercial banking vs Europe","ESP 2024"
"","",.0886598,,"","CZE",.0453608,.0185567,.009622,.009622,.0054983,"Least restricted in ESP is Commercial banking vs Europe","ESP 2024"
"","",.1257732,,"","GBR",.0604811,.0247423,.004811,.019244,.0164948,"Least restricted in ESP is Commercial banking vs Europe","ESP 2024"
"","",.1285223,,"","LUX",.0302406,.0185567,.009622,.04811,.0219931,"Least restricted in ESP is Commercial banking vs Europe","ESP 2024"
"","",.1395189,,"","DEU",.0604811,.0247423,.004811,.038488,.0109966,"Least restricted in ESP is Commercial banking vs Europe","ESP 2024"
"","",.0588487,,"","EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in EST is Insurance vs Europe","EST 2024"
"","",.0703664,,"","NLD",.0273703,.0107868,.0057967,.0163315,.0100812,"Least restricted in EST is Insurance vs Europe","EST 2024"
"","",.0969807,,"","FRA",.0273703,.0134835,.0028983,.0381068,.0151217,"Least restricted in EST is Insurance vs Europe","EST 2024"
"","",.09751,,"","CZE",.0729875,.0107868,.008695,0,.0050406,"Least restricted in EST is Insurance vs Europe","EST 2024"
"","",.1013156,,"","IRL",.0638641,.0215737,.0057967,0,.0100812,"Least restricted in EST is Insurance vs Europe","EST 2024"
"","",.1266285,,"","FIN",.0679539,.0351486,.0060924,.0041241,.0133096,"Least restricted in FIN is Legal services vs Europe","FIN 2024"
"","",.1152873,,"","LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in FIN is Legal services vs Europe","FIN 2024"
"","",.1210985,,"","GBR",.0543631,.0351486,.0182773,0,.0133096,"Least restricted in FIN is Legal services vs Europe","FIN 2024"
"","",.1340332,,"","PRT",.0679539,.049208,.0060924,.0041241,.0066548,"Least restricted in FIN is Legal services vs Europe","FIN 2024"
"","",.1467804,,"","SWE",.0951354,.0281188,.0060924,.0041241,.0133096,"Least restricted in FIN is Legal services vs Europe","FIN 2024"
"","",.1008119,,"","FRA",.0196419,.0247979,.0106393,.0360101,.0097227,"Least restricted in FRA is Courier services vs Europe","FRA 2024"
"","",.0794841,,"","NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in FRA is Courier services vs Europe","FRA 2024"
"","",.0966707,,"","CZE",.0196419,.0148787,.0212787,.0360101,.0048614,"Least restricted in FRA is Courier services vs Europe","FRA 2024"
"","",.0973909,,"","PRT",.0196419,.0148787,.0212787,.0270076,.0145841,"Least restricted in FRA is Courier services vs Europe","FRA 2024"
"","",.1023505,,"","DEU",.0392837,.0198383,.0106393,.018005,.0145841,"Least restricted in FRA is Courier services vs Europe","FRA 2024"
"","",.1210985,,"","GBR",.0543631,.0351486,.0182773,0,.0133096,"Least restricted in GBR is Legal services vs Europe","GBR 2024"
"","",.1152873,,"","LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in GBR is Legal services vs Europe","GBR 2024"
"","",.1266285,,"","FIN",.0679539,.0351486,.0060924,.0041241,.0133096,"Least restricted in GBR is Legal services vs Europe","GBR 2024"
"","",.1340332,,"","PRT",.0679539,.049208,.0060924,.0041241,.0066548,"Least restricted in GBR is Legal services vs Europe","GBR 2024"
"","",.1467804,,"","SWE",.0951354,.0281188,.0060924,.0041241,.0133096,"Least restricted in GBR is Legal services vs Europe","GBR 2024"
"","",.1631732,,"","GRC",.0670751,.020316,.0245082,.0415995,.0096743,"Least restricted in GRC is Rail freight transport vs Europe","GRC 2024"
"","",.0935182,,"","NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in GRC is Rail freight transport vs Europe","GRC 2024"
"","",.1173815,,"","PRT",.0335376,.020316,.0122541,.0415995,.0096743,"Least restricted in GRC is Rail freight transport vs Europe","GRC 2024"
"","",.1428571,,"","LUX",.0167688,.020316,.0122541,.0693325,.0241857,"Least restricted in GRC is Rail freight transport vs Europe","GRC 2024"
"","",.1483392,,"","GBR",.0335376,.03386,.0061271,.055466,.0193486,"Least restricted in GRC is Rail freight transport vs Europe","GRC 2024"
"","",.1952597,,"","HUN",.0941217,.0209635,.0198511,.0308035,.02952,"Least restricted in HUN is Broadcasting vs Europe","HUN 2024"
"","",.1197057,,"","PRT",.056473,.0089843,.0099256,.0246428,.01968,"Least restricted in HUN is Broadcasting vs Europe","HUN 2024"
"","",.1210747,,"","NLD",.0376487,.0119791,.0099256,.0123214,.0492,"Least restricted in HUN is Broadcasting vs Europe","HUN 2024"
"","",.1501669,,"","LTU",.0752973,.0119791,.0148883,.0184821,.02952,"Least restricted in HUN is Broadcasting vs Europe","HUN 2024"
"","",.1566698,,"","LUX",.056473,.0089843,.0198511,.0123214,.05904,"Least restricted in HUN is Broadcasting vs Europe","HUN 2024"
"","",.1892318,,"","IDN",.0912368,.0567695,.0412255,0,0,"Least restricted in IDN is Architecture services vs Asia-Pacific","IDN 2024"
"","",.0919126,,"","JPN",.0101374,.0324397,.0137418,.0108132,.0247804,"Least restricted in IDN is Architecture services vs Asia-Pacific","IDN 2024"
"","",.1509349,,"","CHN",.0608245,.0405497,0,0,.0495607,"Least restricted in IDN is Architecture services vs Asia-Pacific","IDN 2024"
"","",.1817977,,"","NZL",.0506871,.0567695,0,0,.0743411,"Least restricted in IDN is Architecture services vs Asia-Pacific","IDN 2024"
"","",.1953143,,"","SGP",.0810993,.0648795,.0137418,.0108132,.0247804,"Least restricted in IDN is Architecture services vs Asia-Pacific","IDN 2024"
"","",.1553201,,"","IND",.0477908,.0737151,.0338142,0,0,"Least restricted in IND is Engineering services vs Asia-Pacific","IND 2024"
"","",.0449729,,"","JPN",.0119477,.0245717,.0084536,0,0,"Least restricted in IND is Engineering services vs Asia-Pacific","IND 2024"
"","",.143936,,"","AUS",.0597385,.0368575,0,0,.0473399,"Least restricted in IND is Engineering services vs Asia-Pacific","IND 2024"
"","",.1523895,,"","CHN",.0716862,.0491434,0,0,.03156,"Least restricted in IND is Engineering services vs Asia-Pacific","IND 2024"
"","",.1628719,,"","KOR",.0597385,.0614292,.0338142,.00789,0,"Least restricted in IND is Engineering services vs Asia-Pacific","IND 2024"
"","",.1013156,,"","IRL",.0638641,.0215737,.0057967,0,.0100812,"Least restricted in IRL is Insurance vs Europe","IRL 2024"
"","",.0588487,,"","EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in IRL is Insurance vs Europe","IRL 2024"
"","",.0703664,,"","NLD",.0273703,.0107868,.0057967,.0163315,.0100812,"Least restricted in IRL is Insurance vs Europe","IRL 2024"
"","",.0969807,,"","FRA",.0273703,.0134835,.0028983,.0381068,.0151217,"Least restricted in IRL is Insurance vs Europe","IRL 2024"
"","",.09751,,"","CZE",.0729875,.0107868,.008695,0,.0050406,"Least restricted in IRL is Insurance vs Europe","IRL 2024"
"","",.3284892,,"","ISL",.1253406,.1108084,.0340599,.0090827,.0491977,"Least restricted in ISL is Accounting services vs Europe","ISL 2024"
"","",.1336664,,"","CZE",.0313351,.0554042,.0227066,.0045413,.0196791,"Least restricted in ISL is Accounting services vs Europe","ISL 2024"
"","",.1372994,,"","LVA",.0626703,.0277021,.0227066,.0045413,.0196791,"Least restricted in ISL is Accounting services vs Europe","ISL 2024"
"","",.1459279,,"","SVK",.0522252,.0369361,.0227066,.0045413,.0295186,"Least restricted in ISL is Accounting services vs Europe","ISL 2024"
"","",.1557675,,"","LTU",.0626703,.0461701,.0227066,.0045413,.0196791,"Least restricted in ISL is Accounting services vs Europe","ISL 2024"
"","",.1550059,,"","ISR",.0631071,.0362483,.0243345,0,.0313159,"Least restricted in ISR is Distribution services vs Asia-Pacific","ISR 2024"
"","",.0825647,,"","JPN",.0504857,.0120828,.0121673,0,.007829,"Least restricted in ISR is Distribution services vs Asia-Pacific","ISR 2024"
"","",.131783,,"","AUS",.08835,.0181242,0,.0096509,.015658,"Least restricted in ISR is Distribution services vs Asia-Pacific","ISR 2024"
"","",.1435592,,"","CHN",.0961248,.0191874,.0073685,.003567,.0173114,"Least restricted in ISR is Distribution services vs Asia-Pacific","ISR 2024"
"","",.1438658,,"","NZL",.08835,.0302069,0,.0096509,.015658,"Least restricted in ISR is Distribution services vs Asia-Pacific","ISR 2024"
"","",.1988003,,"","ITA",.0679539,.0843565,.0182773,.0082482,.0199644,"Least restricted in ITA is Legal services vs Europe","ITA 2024"
"","",.1152873,,"","LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in ITA is Legal services vs Europe","ITA 2024"
"","",.1210985,,"","GBR",.0543631,.0351486,.0182773,0,.0133096,"Least restricted in ITA is Legal services vs Europe","ITA 2024"
"","",.1266285,,"","FIN",.0679539,.0351486,.0060924,.0041241,.0133096,"Least restricted in ITA is Legal services vs Europe","ITA 2024"
"","",.1340332,,"","PRT",.0679539,.049208,.0060924,.0041241,.0066548,"Least restricted in ITA is Legal services vs Europe","ITA 2024"
"","",.0449729,,"","JPN",.0119477,.0245717,.0084536,0,0,"Least restricted in JPN is Engineering services vs Asia-Pacific","JPN 2024"
"","",.143936,,"","AUS",.0597385,.0368575,0,0,.0473399,"Least restricted in JPN is Engineering services vs Asia-Pacific","JPN 2024"
"","",.1523895,,"","CHN",.0716862,.0491434,0,0,.03156,"Least restricted in JPN is Engineering services vs Asia-Pacific","JPN 2024"
"","",.1553201,,"","IND",.0477908,.0737151,.0338142,0,0,"Least restricted in JPN is Engineering services vs Asia-Pacific","JPN 2024"
"","",.1628719,,"","KOR",.0597385,.0614292,.0338142,.00789,0,"Least restricted in JPN is Engineering services vs Asia-Pacific","JPN 2024"
"","",.1638392,,"","KAZ",.0679539,.0632674,.0243697,.0082482,0,"Least restricted in KAZ is Legal services vs Asia-Pacific","KAZ 2024"
"","",.1469679,,"","AUS",.0951354,.0210891,0,.0041241,.0266192,"Least restricted in KAZ is Legal services vs Asia-Pacific","KAZ 2024"
"","",.2117349,,"","NZL",.1359078,.049208,0,0,.0266192,"Least restricted in KAZ is Legal services vs Asia-Pacific","KAZ 2024"
"","",.3000281,,"","ISR",.1630893,.0843565,.0243697,.0082482,.0199644,"Least restricted in KAZ is Legal services vs Asia-Pacific","KAZ 2024"
"","",.317743,,"","SGP",.244634,.0562377,.0060924,.0041241,.0066548,"Least restricted in KAZ is Legal services vs Asia-Pacific","KAZ 2024"
"","",.1162105,,"","KOR",.0638641,.0080901,.0115933,.0326629,0,"Least restricted in KOR is Insurance vs Asia-Pacific","KOR 2024"
"","",.1102626,,"","JPN",.0364938,.0080901,.0057967,.059882,0,"Least restricted in KOR is Insurance vs Asia-Pacific","KOR 2024"
"","",.1316599,,"","NZL",.1003579,.0161803,0,0,.0151217,"Least restricted in KOR is Insurance vs Asia-Pacific","KOR 2024"
"","",.1540148,,"","TUR",.0912344,.0134835,.0115933,.0326629,.0050406,"Least restricted in KOR is Insurance vs Asia-Pacific","KOR 2024"
"","",.1736479,,"","AUS",.1368517,.0107868,0,.0108876,.0151217,"Least restricted in KOR is Insurance vs Asia-Pacific","KOR 2024"
"","",.1557675,,"","LTU",.0626703,.0461701,.0227066,.0045413,.0196791,"Least restricted in LTU is Accounting services vs Europe","LTU 2024"
"","",.1336664,,"","CZE",.0313351,.0554042,.0227066,.0045413,.0196791,"Least restricted in LTU is Accounting services vs Europe","LTU 2024"
"","",.1372994,,"","LVA",.0626703,.0277021,.0227066,.0045413,.0196791,"Least restricted in LTU is Accounting services vs Europe","LTU 2024"
"","",.1459279,,"","SVK",.0522252,.0369361,.0227066,.0045413,.0295186,"Least restricted in LTU is Accounting services vs Europe","LTU 2024"
"","",.1580381,,"","NLD",.0313351,.0646382,.0227066,0,.0393582,"Least restricted in LTU is Accounting services vs Europe","LTU 2024"
"","",.1428571,,"","LUX",.0167688,.020316,.0122541,.0693325,.0241857,"Least restricted in LUX is Rail freight transport vs Europe","LUX 2024"
"","",.0935182,,"","NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in LUX is Rail freight transport vs Europe","LUX 2024"
"","",.1173815,,"","PRT",.0335376,.020316,.0122541,.0415995,.0096743,"Least restricted in LUX is Rail freight transport vs Europe","LUX 2024"
"","",.1483392,,"","GBR",.0335376,.03386,.0061271,.055466,.0193486,"Least restricted in LUX is Rail freight transport vs Europe","LUX 2024"
"","",.1567236,,"","CZE",.0335376,.027088,.0122541,.0693325,.0145114,"Least restricted in LUX is Rail freight transport vs Europe","LUX 2024"
"","",.1152873,,"","LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in LVA is Legal services vs Europe","LVA 2024"
"","",.1210985,,"","GBR",.0543631,.0351486,.0182773,0,.0133096,"Least restricted in LVA is Legal services vs Europe","LVA 2024"
"","",.1266285,,"","FIN",.0679539,.0351486,.0060924,.0041241,.0133096,"Least restricted in LVA is Legal services vs Europe","LVA 2024"
"","",.1340332,,"","PRT",.0679539,.049208,.0060924,.0041241,.0066548,"Least restricted in LVA is Legal services vs Europe","LVA 2024"
"","",.1467804,,"","SWE",.0951354,.0281188,.0060924,.0041241,.0133096,"Least restricted in LVA is Legal services vs Europe","LVA 2024"
"","",.1932702,,"","MEX",.0815447,.0632674,.0243697,.0041241,.0199644,"Least restricted in MEX is Legal services vs Americas","MEX 2024"
"","",.0889493,,"","CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in MEX is Legal services vs Americas","MEX 2024"
"","",.1215672,,"","CHL",.0271816,.0702971,0,.0041241,.0199644,"Least restricted in MEX is Legal services vs Americas","MEX 2024"
"","",.1293467,,"","COL",.0271816,.0562377,.0243697,.0082482,.0133096,"Least restricted in MEX is Legal services vs Americas","MEX 2024"
"","",.1438748,,"","PER",.0679539,.0421783,.0121848,.0082482,.0133096,"Least restricted in MEX is Legal services vs Americas","MEX 2024"
"","",.2006873,,"","MYS",.1209622,.0247423,.019244,.019244,.0164948,"Least restricted in MYS is Commercial banking vs Asia-Pacific","MYS 2024"
"","",.1642612,,"","JPN",.0604811,.0123711,.004811,.0865979,0,"Least restricted in MYS is Commercial banking vs Asia-Pacific","MYS 2024"
"","",.1752577,,"","AUS",.1209622,.0185567,0,.019244,.0164948,"Least restricted in MYS is Commercial banking vs Asia-Pacific","MYS 2024"
"","",.2123711,,"","KOR",.1360825,.0185567,.028866,.028866,0,"Least restricted in MYS is Commercial banking vs Asia-Pacific","MYS 2024"
"","",.2123711,,"","ISR",.0907217,.0371134,.024055,.038488,.0219931,"Least restricted in MYS is Commercial banking vs Asia-Pacific","MYS 2024"
"","",.0935182,,"","NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in NLD is Rail freight transport vs Europe","NLD 2024"
"","",.1173815,,"","PRT",.0335376,.020316,.0122541,.0415995,.0096743,"Least restricted in NLD is Rail freight transport vs Europe","NLD 2024"
"","",.1428571,,"","LUX",.0167688,.020316,.0122541,.0693325,.0241857,"Least restricted in NLD is Rail freight transport vs Europe","NLD 2024"
"","",.1483392,,"","GBR",.0335376,.03386,.0061271,.055466,.0193486,"Least restricted in NLD is Rail freight transport vs Europe","NLD 2024"
"","",.1567236,,"","CZE",.0335376,.027088,.0122541,.0693325,.0145114,"Least restricted in NLD is Rail freight transport vs Europe","NLD 2024"
"","",.2197957,,"","NOR",.1087262,.0773268,.0121848,.0082482,.0133096,"Least restricted in NOR is Legal services vs Europe","NOR 2024"
"","",.1152873,,"","LVA",.0543631,.0210891,.0182773,.0082482,.0133096,"Least restricted in NOR is Legal services vs Europe","NOR 2024"
"","",.1210985,,"","GBR",.0543631,.0351486,.0182773,0,.0133096,"Least restricted in NOR is Legal services vs Europe","NOR 2024"
"","",.1266285,,"","FIN",.0679539,.0351486,.0060924,.0041241,.0133096,"Least restricted in NOR is Legal services vs Europe","NOR 2024"
"","",.1340332,,"","PRT",.0679539,.049208,.0060924,.0041241,.0066548,"Least restricted in NOR is Legal services vs Europe","NOR 2024"
"","",.1796868,,"","NZL",.112946,.0149739,.0099256,.0123214,.02952,"Least restricted in NZL is Broadcasting vs Asia-Pacific","NZL 2024"
"","",.2085223,,"","AUS",.1317703,.0089843,.0099256,.0184821,.03936,"Least restricted in NZL is Broadcasting vs Asia-Pacific","NZL 2024"
"","",.3064944,,"","JPN",.2635407,.0059896,.0049628,.0123214,.01968,"Least restricted in NZL is Broadcasting vs Asia-Pacific","NZL 2024"
"","",.3296826,,"","IDN",.2635407,.0179687,.0198511,.0184821,.00984,"Least restricted in NZL is Broadcasting vs Asia-Pacific","NZL 2024"
"","",.3314794,,"","ISR",.225892,.0179687,.0297767,.0184821,.03936,"Least restricted in NZL is Broadcasting vs Asia-Pacific","NZL 2024"
"","",.1438748,,"","PER",.0679539,.0421783,.0121848,.0082482,.0133096,"Least restricted in PER is Legal services vs Americas","PER 2024"
"","",.0889493,,"","CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in PER is Legal services vs Americas","PER 2024"
"","",.1215672,,"","CHL",.0271816,.0702971,0,.0041241,.0199644,"Least restricted in PER is Legal services vs Americas","PER 2024"
"","",.1293467,,"","COL",.0271816,.0562377,.0243697,.0082482,.0133096,"Least restricted in PER is Legal services vs Americas","PER 2024"
"","",.1675883,,"","CAN",.0951354,.0281188,.0243697,0,.0199644,"Least restricted in PER is Legal services vs Americas","PER 2024"
"","",.2181871,,"","PHL",.0297106,.0127331,.0336101,.1326366,.0094968,"Least restricted in PHL is Air transport vs Asia-Pacific","PHL 2024"
"","",.3044274,,"","AUS",.1559806,.0127331,0,.1167202,.0189936,"Least restricted in PHL is Air transport vs Asia-Pacific","PHL 2024"
"","",.3649097,,"","NZL",.2079741,.0212218,0,.1167202,.0189936,"Least restricted in PHL is Air transport vs Asia-Pacific","PHL 2024"
"","",.4005359,,"","CHN",.2451123,.0127331,0,.137942,.0047484,"Least restricted in PHL is Air transport vs Asia-Pacific","PHL 2024"
"","",.4112529,,"","ISR",.2005465,.0254662,.0336101,.1326366,.0189936,"Least restricted in PHL is Air transport vs Asia-Pacific","PHL 2024"
"","",.1407151,,"","POL",.0384029,.0270023,.0337222,.0191081,.0224797,"Least restricted in POL is Telecommunication vs Europe","POL 2024"
"","",.0909985,,"","ESP",.0288022,0,.0281018,.0191081,.0149865,"Least restricted in POL is Telecommunication vs Europe","POL 2024"
"","",.0977126,,"","GBR",.0192015,.0180015,.0168611,.0286621,.0149865,"Least restricted in POL is Telecommunication vs Europe","POL 2024"
"","",.1071739,,"","PRT",.0384029,.0180015,.0337222,.009554,.0074932,"Least restricted in POL is Telecommunication vs Europe","POL 2024"
"","",.1184741,,"","IRL",.0096007,.0315026,.0337222,.0286621,.0149865,"Least restricted in POL is Telecommunication vs Europe","POL 2024"
"","",.1173815,,"","PRT",.0335376,.020316,.0122541,.0415995,.0096743,"Least restricted in PRT is Rail freight transport vs Europe","PRT 2024"
"","",.0935182,,"","NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in PRT is Rail freight transport vs Europe","PRT 2024"
